_id,keyword,index,date
ObjectId("5dfdaf7cd51a5c8eb6103645"),南昌大学,4714,2019-11-19
ObjectId("5dfdaf7cd51a5c8eb6103646"),南昌大学,4417,2019-11-20
ObjectId("5dfdaf7cd51a5c8eb6103647"),南昌大学,4523,2019-11-21
ObjectId("5dfdaf7cd51a5c8eb6103648"),南昌大学,8571,2019-11-22
ObjectId("5dfdaf7cd51a5c8eb6103649"),南昌大学,5228,2019-11-23
ObjectId("5dfdaf7cd51a5c8eb610364a"),南昌大学,4955,2019-11-24
ObjectId("5dfdaf7cd51a5c8eb610364b"),南昌大学,4741,2019-11-25
ObjectId("5dfdaf7cd51a5c8eb610364c"),南昌大学,4605,2019-11-26
ObjectId("5dfdaf7cd51a5c8eb610364d"),南昌大学,4090,2019-11-27
ObjectId("5dfdaf7cd51a5c8eb610364e"),南昌大学,4031,2019-11-28
ObjectId("5dfdaf7cd51a5c8eb610364f"),南昌大学,4182,2019-11-29
ObjectId("5dfdaf7cd51a5c8eb6103650"),南昌大学,4476,2019-11-30
ObjectId("5dfdaf7cd51a5c8eb6103651"),南昌大学,4718,2019-12-01
ObjectId("5dfdaf7cd51a5c8eb6103652"),南昌大学,5164,2019-12-02
ObjectId("5dfdaf7cd51a5c8eb6103653"),南昌大学,4798,2019-12-03
ObjectId("5dfdaf7cd51a5c8eb6103654"),南昌大学,4521,2019-12-04
ObjectId("5dfdaf7cd51a5c8eb6103655"),南昌大学,4658,2019-12-05
ObjectId("5dfdaf7cd51a5c8eb6103656"),南昌大学,4298,2019-12-06
ObjectId("5dfdaf7cd51a5c8eb6103657"),南昌大学,4299,2019-12-07
ObjectId("5dfdaf7cd51a5c8eb6103658"),南昌大学,4352,2019-12-08
ObjectId("5dfdaf7cd51a5c8eb6103659"),南昌大学,4614,2019-12-09
ObjectId("5dfdaf7cd51a5c8eb610365a"),南昌大学,4453,2019-12-10
ObjectId("5dfdaf7cd51a5c8eb610365b"),南昌大学,4348,2019-12-11
ObjectId("5dfdaf7cd51a5c8eb610365c"),南昌大学,4070,2019-12-12
ObjectId("5dfdaf7cd51a5c8eb610365d"),南昌大学,4323,2019-12-13
ObjectId("5dfdaf7cd51a5c8eb610365e"),南昌大学,4357,2019-12-14
ObjectId("5dfdaf7cd51a5c8eb610365f"),南昌大学,4316,2019-12-15
ObjectId("5dfdaf7cd51a5c8eb6103660"),南昌大学,4510,2019-12-16
ObjectId("5dfdaf7cd51a5c8eb6103661"),南昌大学,4317,2019-12-17
ObjectId("5dfdaf7cd51a5c8eb6103662"),南昌大学,4554,2019-12-18
ObjectId("5dfdaf7cd51a5c8eb6103663"),南昌大学,4473,2019-12-19
ObjectId("5dfdaf7dd51a5c8eb6103664"),清华大学,10266,2019-01-01
ObjectId("5dfdaf7dd51a5c8eb6103665"),清华大学,9691,2019-01-02
ObjectId("5dfdaf7dd51a5c8eb6103666"),清华大学,9568,2019-01-03
ObjectId("5dfdaf7dd51a5c8eb6103667"),清华大学,10358,2019-01-04
ObjectId("5dfdaf7dd51a5c8eb6103668"),清华大学,11611,2019-01-05
ObjectId("5dfdaf7dd51a5c8eb6103669"),清华大学,11844,2019-01-06
ObjectId("5dfdaf7dd51a5c8eb610366a"),清华大学,12009,2019-01-07
ObjectId("5dfdaf7dd51a5c8eb610366b"),清华大学,12417,2019-01-08
ObjectId("5dfdaf7dd51a5c8eb610366c"),清华大学,11340,2019-01-09
ObjectId("5dfdaf7dd51a5c8eb610366d"),清华大学,12171,2019-01-10
ObjectId("5dfdaf7dd51a5c8eb610366e"),清华大学,10831,2019-01-11
ObjectId("5dfdaf7dd51a5c8eb610366f"),清华大学,11330,2019-01-12
ObjectId("5dfdaf7dd51a5c8eb6103670"),清华大学,10791,2019-01-13
ObjectId("5dfdaf7dd51a5c8eb6103671"),清华大学,10038,2019-01-14
ObjectId("5dfdaf7dd51a5c8eb6103672"),清华大学,8593,2019-01-15
ObjectId("5dfdaf7dd51a5c8eb6103673"),清华大学,9558,2019-01-16
ObjectId("5dfdaf7dd51a5c8eb6103674"),清华大学,9787,2019-01-17
ObjectId("5dfdaf7dd51a5c8eb6103675"),清华大学,9733,2019-01-18
ObjectId("5dfdaf7dd51a5c8eb6103676"),清华大学,8994,2019-01-19
ObjectId("5dfdaf7dd51a5c8eb6103677"),清华大学,9381,2019-01-20
ObjectId("5dfdaf7dd51a5c8eb6103678"),清华大学,9521,2019-01-21
ObjectId("5dfdaf7dd51a5c8eb6103679"),清华大学,9289,2019-01-22
ObjectId("5dfdaf7dd51a5c8eb610367a"),清华大学,12546,2019-01-23
ObjectId("5dfdaf7dd51a5c8eb610367b"),清华大学,12621,2019-01-24
ObjectId("5dfdaf7dd51a5c8eb610367c"),清华大学,11710,2019-01-25
ObjectId("5dfdaf7dd51a5c8eb610367d"),清华大学,11224,2019-01-26
ObjectId("5dfdaf7dd51a5c8eb610367e"),清华大学,11568,2019-01-27
ObjectId("5dfdaf7dd51a5c8eb610367f"),清华大学,11399,2019-01-28
ObjectId("5dfdaf7dd51a5c8eb6103680"),清华大学,11478,2019-01-29
ObjectId("5dfdaf7dd51a5c8eb6103681"),清华大学,11470,2019-01-30
ObjectId("5dfdaf7dd51a5c8eb6103682"),清华大学,11538,2019-01-31
ObjectId("5dfdaf7dd51a5c8eb6103683"),清华大学,10751,2019-02-01
ObjectId("5dfdaf7dd51a5c8eb6103684"),清华大学,10537,2019-02-02
ObjectId("5dfdaf7dd51a5c8eb6103685"),清华大学,9620,2019-02-03
ObjectId("5dfdaf7dd51a5c8eb6103686"),清华大学,7192,2019-02-04
ObjectId("5dfdaf7dd51a5c8eb6103687"),清华大学,7149,2019-02-05
ObjectId("5dfdaf7dd51a5c8eb6103688"),清华大学,11931,2019-02-06
ObjectId("5dfdaf7dd51a5c8eb6103689"),清华大学,13250,2019-02-07
ObjectId("5dfdaf7dd51a5c8eb610368a"),清华大学,13976,2019-02-08
ObjectId("5dfdaf7dd51a5c8eb610368b"),清华大学,14486,2019-02-09
ObjectId("5dfdaf7dd51a5c8eb610368c"),清华大学,13953,2019-02-10
ObjectId("5dfdaf7dd51a5c8eb610368d"),清华大学,14016,2019-02-11
ObjectId("5dfdaf7dd51a5c8eb610368e"),清华大学,13995,2019-02-12
ObjectId("5dfdaf7dd51a5c8eb610368f"),清华大学,14218,2019-02-13
ObjectId("5dfdaf7dd51a5c8eb6103690"),清华大学,13660,2019-02-14
ObjectId("5dfdaf7dd51a5c8eb6103691"),清华大学,18126,2019-02-15
ObjectId("5dfdaf7dd51a5c8eb6103692"),清华大学,16085,2019-02-16
ObjectId("5dfdaf7dd51a5c8eb6103693"),清华大学,14824,2019-02-17
ObjectId("5dfdaf7dd51a5c8eb6103694"),清华大学,16260,2019-02-18
ObjectId("5dfdaf7dd51a5c8eb6103695"),清华大学,15160,2019-02-19
ObjectId("5dfdaf7dd51a5c8eb6103696"),清华大学,14023,2019-02-20
ObjectId("5dfdaf7dd51a5c8eb6103697"),清华大学,13872,2019-02-21
ObjectId("5dfdaf7dd51a5c8eb6103698"),清华大学,13805,2019-02-22
ObjectId("5dfdaf7dd51a5c8eb6103699"),清华大学,14429,2019-02-23
ObjectId("5dfdaf7dd51a5c8eb610369a"),清华大学,14288,2019-02-24
ObjectId("5dfdaf7dd51a5c8eb610369b"),清华大学,13780,2019-02-25
ObjectId("5dfdaf7dd51a5c8eb610369c"),清华大学,14747,2019-02-26
ObjectId("5dfdaf7dd51a5c8eb610369d"),清华大学,14056,2019-02-27
ObjectId("5dfdaf7dd51a5c8eb610369e"),清华大学,14283,2019-02-28
ObjectId("5dfdaf7dd51a5c8eb610369f"),清华大学,13877,2019-03-01
ObjectId("5dfdaf7dd51a5c8eb61036a0"),清华大学,15612,2019-03-02
ObjectId("5dfdaf7dd51a5c8eb61036a1"),清华大学,15932,2019-03-03
ObjectId("5dfdaf7dd51a5c8eb61036a2"),清华大学,14456,2019-03-04
ObjectId("5dfdaf7dd51a5c8eb61036a3"),清华大学,14516,2019-03-05
ObjectId("5dfdaf7dd51a5c8eb61036a4"),清华大学,13938,2019-03-06
ObjectId("5dfdaf7dd51a5c8eb61036a5"),清华大学,14016,2019-03-07
ObjectId("5dfdaf7dd51a5c8eb61036a6"),清华大学,13843,2019-03-08
ObjectId("5dfdaf7dd51a5c8eb61036a7"),清华大学,15962,2019-03-09
ObjectId("5dfdaf7dd51a5c8eb61036a8"),清华大学,15100,2019-03-10
ObjectId("5dfdaf7dd51a5c8eb61036a9"),清华大学,13612,2019-03-11
ObjectId("5dfdaf7dd51a5c8eb61036aa"),清华大学,13423,2019-03-12
ObjectId("5dfdaf7dd51a5c8eb61036ab"),清华大学,13394,2019-03-13
ObjectId("5dfdaf7dd51a5c8eb61036ac"),清华大学,13936,2019-03-14
ObjectId("5dfdaf7dd51a5c8eb61036ad"),清华大学,14657,2019-03-15
ObjectId("5dfdaf7dd51a5c8eb61036ae"),清华大学,16010,2019-03-16
ObjectId("5dfdaf7dd51a5c8eb61036af"),清华大学,15561,2019-03-17
ObjectId("5dfdaf7dd51a5c8eb61036b0"),清华大学,15912,2019-03-18
ObjectId("5dfdaf7dd51a5c8eb61036b1"),清华大学,15220,2019-03-19
ObjectId("5dfdaf7dd51a5c8eb61036b2"),清华大学,15412,2019-03-20
ObjectId("5dfdaf7dd51a5c8eb61036b3"),清华大学,14636,2019-03-21
ObjectId("5dfdaf7dd51a5c8eb61036b4"),清华大学,14334,2019-03-22
ObjectId("5dfdaf7dd51a5c8eb61036b5"),清华大学,15625,2019-03-23
ObjectId("5dfdaf7dd51a5c8eb61036b6"),清华大学,15598,2019-03-24
ObjectId("5dfdaf7dd51a5c8eb61036b7"),清华大学,14384,2019-03-25
ObjectId("5dfdaf7dd51a5c8eb61036b8"),清华大学,14272,2019-03-26
ObjectId("5dfdaf7dd51a5c8eb61036b9"),清华大学,14288,2019-03-27
ObjectId("5dfdaf7dd51a5c8eb61036ba"),清华大学,15308,2019-03-28
ObjectId("5dfdaf7dd51a5c8eb61036bb"),清华大学,15312,2019-03-29
ObjectId("5dfdaf7dd51a5c8eb61036bc"),清华大学,15045,2019-03-30
ObjectId("5dfdaf7dd51a5c8eb61036bd"),清华大学,14281,2019-03-31
ObjectId("5dfdaf7dd51a5c8eb61036be"),清华大学,12729,2019-04-01
ObjectId("5dfdaf7dd51a5c8eb61036bf"),清华大学,13571,2019-04-02
ObjectId("5dfdaf7dd51a5c8eb61036c0"),清华大学,13906,2019-04-03
ObjectId("5dfdaf7dd51a5c8eb61036c1"),清华大学,16184,2019-04-04
ObjectId("5dfdaf7dd51a5c8eb61036c2"),清华大学,15282,2019-04-05
ObjectId("5dfdaf7dd51a5c8eb61036c3"),清华大学,14352,2019-04-06
ObjectId("5dfdaf7dd51a5c8eb61036c4"),清华大学,13023,2019-04-07
ObjectId("5dfdaf7dd51a5c8eb61036c5"),清华大学,13074,2019-04-08
ObjectId("5dfdaf7dd51a5c8eb61036c6"),清华大学,13199,2019-04-09
ObjectId("5dfdaf7dd51a5c8eb61036c7"),清华大学,12586,2019-04-10
ObjectId("5dfdaf7dd51a5c8eb61036c8"),清华大学,12334,2019-04-11
ObjectId("5dfdaf7dd51a5c8eb61036c9"),清华大学,12410,2019-04-12
ObjectId("5dfdaf7dd51a5c8eb61036ca"),清华大学,12840,2019-04-13
ObjectId("5dfdaf7dd51a5c8eb61036cb"),清华大学,12635,2019-04-14
ObjectId("5dfdaf7dd51a5c8eb61036cc"),清华大学,11999,2019-04-15
ObjectId("5dfdaf7dd51a5c8eb61036cd"),清华大学,11470,2019-04-16
ObjectId("5dfdaf7dd51a5c8eb61036ce"),清华大学,11632,2019-04-17
ObjectId("5dfdaf7dd51a5c8eb61036cf"),清华大学,11251,2019-04-18
ObjectId("5dfdaf7dd51a5c8eb61036d0"),清华大学,11813,2019-04-19
ObjectId("5dfdaf7dd51a5c8eb61036d1"),清华大学,13873,2019-04-20
ObjectId("5dfdaf7dd51a5c8eb61036d2"),清华大学,13392,2019-04-21
ObjectId("5dfdaf7dd51a5c8eb61036d3"),清华大学,12992,2019-04-22
ObjectId("5dfdaf7dd51a5c8eb61036d4"),清华大学,12340,2019-04-23
ObjectId("5dfdaf7dd51a5c8eb61036d5"),清华大学,11238,2019-04-24
ObjectId("5dfdaf7dd51a5c8eb61036d6"),清华大学,11572,2019-04-25
ObjectId("5dfdaf7dd51a5c8eb61036d7"),清华大学,15470,2019-04-26
ObjectId("5dfdaf7dd51a5c8eb61036d8"),清华大学,14790,2019-04-27
ObjectId("5dfdaf7dd51a5c8eb61036d9"),清华大学,16047,2019-04-28
ObjectId("5dfdaf7dd51a5c8eb61036da"),清华大学,13149,2019-04-29
ObjectId("5dfdaf7dd51a5c8eb61036db"),清华大学,14243,2019-04-30
ObjectId("5dfdaf7dd51a5c8eb61036dc"),清华大学,14557,2019-05-01
ObjectId("5dfdaf7dd51a5c8eb61036dd"),清华大学,17416,2019-05-02
ObjectId("5dfdaf7dd51a5c8eb61036de"),清华大学,15380,2019-05-03
ObjectId("5dfdaf7dd51a5c8eb61036df"),清华大学,14251,2019-05-04
ObjectId("5dfdaf7dd51a5c8eb61036e0"),清华大学,13144,2019-05-05
ObjectId("5dfdaf7dd51a5c8eb61036e1"),清华大学,12665,2019-05-06
ObjectId("5dfdaf7dd51a5c8eb61036e2"),清华大学,12538,2019-05-07
ObjectId("5dfdaf7dd51a5c8eb61036e3"),清华大学,12734,2019-05-08
ObjectId("5dfdaf7dd51a5c8eb61036e4"),清华大学,12799,2019-05-09
ObjectId("5dfdaf7dd51a5c8eb61036e5"),清华大学,12697,2019-05-10
ObjectId("5dfdaf7dd51a5c8eb61036e6"),清华大学,13738,2019-05-11
ObjectId("5dfdaf7dd51a5c8eb61036e7"),清华大学,13037,2019-05-12
ObjectId("5dfdaf7dd51a5c8eb61036e8"),清华大学,12999,2019-05-13
ObjectId("5dfdaf7dd51a5c8eb61036e9"),清华大学,13421,2019-05-14
ObjectId("5dfdaf7dd51a5c8eb61036ea"),清华大学,14796,2019-05-15
ObjectId("5dfdaf7dd51a5c8eb61036eb"),清华大学,13651,2019-05-16
ObjectId("5dfdaf7dd51a5c8eb61036ec"),清华大学,12942,2019-05-17
ObjectId("5dfdaf7dd51a5c8eb61036ed"),清华大学,13801,2019-05-18
ObjectId("5dfdaf7dd51a5c8eb61036ee"),清华大学,13639,2019-05-19
ObjectId("5dfdaf7dd51a5c8eb61036ef"),清华大学,12510,2019-05-20
ObjectId("5dfdaf7dd51a5c8eb61036f0"),清华大学,12443,2019-05-21
ObjectId("5dfdaf7dd51a5c8eb61036f1"),清华大学,12288,2019-05-22
ObjectId("5dfdaf7dd51a5c8eb61036f2"),清华大学,12509,2019-05-23
ObjectId("5dfdaf7dd51a5c8eb61036f3"),清华大学,12107,2019-05-24
ObjectId("5dfdaf7dd51a5c8eb61036f4"),清华大学,12062,2019-05-25
ObjectId("5dfdaf7dd51a5c8eb61036f5"),清华大学,11790,2019-05-26
ObjectId("5dfdaf7dd51a5c8eb61036f6"),清华大学,11107,2019-05-27
ObjectId("5dfdaf7dd51a5c8eb61036f7"),清华大学,10808,2019-05-28
ObjectId("5dfdaf7dd51a5c8eb61036f8"),清华大学,11359,2019-05-29
ObjectId("5dfdaf7dd51a5c8eb61036f9"),清华大学,11340,2019-05-30
ObjectId("5dfdaf7dd51a5c8eb61036fa"),清华大学,14446,2019-05-31
ObjectId("5dfdaf7dd51a5c8eb61036fb"),清华大学,12906,2019-06-01
ObjectId("5dfdaf7dd51a5c8eb61036fc"),清华大学,12012,2019-06-02
ObjectId("5dfdaf7dd51a5c8eb61036fd"),清华大学,14411,2019-06-03
ObjectId("5dfdaf7dd51a5c8eb61036fe"),清华大学,13208,2019-06-04
ObjectId("5dfdaf7dd51a5c8eb61036ff"),清华大学,14473,2019-06-05
ObjectId("5dfdaf7dd51a5c8eb6103700"),清华大学,19127,2019-06-06
ObjectId("5dfdaf7dd51a5c8eb6103701"),清华大学,23574,2019-06-07
ObjectId("5dfdaf7dd51a5c8eb6103702"),清华大学,21302,2019-06-08
ObjectId("5dfdaf7dd51a5c8eb6103703"),清华大学,21340,2019-06-09
ObjectId("5dfdaf7dd51a5c8eb6103704"),清华大学,19054,2019-06-10
ObjectId("5dfdaf7dd51a5c8eb6103705"),清华大学,17798,2019-06-11
ObjectId("5dfdaf7dd51a5c8eb6103706"),清华大学,17500,2019-06-12
ObjectId("5dfdaf7dd51a5c8eb6103707"),清华大学,17582,2019-06-13
ObjectId("5dfdaf7dd51a5c8eb6103708"),清华大学,17004,2019-06-14
ObjectId("5dfdaf7dd51a5c8eb6103709"),清华大学,17340,2019-06-15
ObjectId("5dfdaf7dd51a5c8eb610370a"),清华大学,16975,2019-06-16
ObjectId("5dfdaf7dd51a5c8eb610370b"),清华大学,16050,2019-06-17
ObjectId("5dfdaf7dd51a5c8eb610370c"),清华大学,14144,2019-06-18
ObjectId("5dfdaf7dd51a5c8eb610370d"),清华大学,18131,2019-06-19
ObjectId("5dfdaf7dd51a5c8eb610370e"),清华大学,18534,2019-06-20
ObjectId("5dfdaf7dd51a5c8eb610370f"),清华大学,18414,2019-06-21
ObjectId("5dfdaf7dd51a5c8eb6103710"),清华大学,27836,2019-06-22
ObjectId("5dfdaf7dd51a5c8eb6103711"),清华大学,62049,2019-06-23
ObjectId("5dfdaf7dd51a5c8eb6103712"),清华大学,69393,2019-06-24
ObjectId("5dfdaf7dd51a5c8eb6103713"),清华大学,61884,2019-06-25
ObjectId("5dfdaf7dd51a5c8eb6103714"),清华大学,51570,2019-06-26
ObjectId("5dfdaf7dd51a5c8eb6103715"),清华大学,42749,2019-06-27
ObjectId("5dfdaf7dd51a5c8eb6103716"),清华大学,35968,2019-06-28
ObjectId("5dfdaf7dd51a5c8eb6103717"),清华大学,31968,2019-06-29
ObjectId("5dfdaf7dd51a5c8eb6103718"),清华大学,28600,2019-06-30
ObjectId("5dfdaf7dd51a5c8eb6103719"),清华大学,26488,2019-07-01
ObjectId("5dfdaf7dd51a5c8eb610371a"),清华大学,27099,2019-07-02
ObjectId("5dfdaf7dd51a5c8eb610371b"),清华大学,23600,2019-07-03
ObjectId("5dfdaf7dd51a5c8eb610371c"),清华大学,23987,2019-07-04
ObjectId("5dfdaf7dd51a5c8eb610371d"),清华大学,22532,2019-07-05
ObjectId("5dfdaf7dd51a5c8eb610371e"),清华大学,21756,2019-07-06
ObjectId("5dfdaf7dd51a5c8eb610371f"),清华大学,22164,2019-07-07
ObjectId("5dfdaf7dd51a5c8eb6103720"),清华大学,23315,2019-07-08
ObjectId("5dfdaf7dd51a5c8eb6103721"),清华大学,23392,2019-07-09
ObjectId("5dfdaf7dd51a5c8eb6103722"),清华大学,22596,2019-07-10
ObjectId("5dfdaf7dd51a5c8eb6103723"),清华大学,23029,2019-07-11
ObjectId("5dfdaf7dd51a5c8eb6103724"),清华大学,24025,2019-07-12
ObjectId("5dfdaf7dd51a5c8eb6103725"),清华大学,22329,2019-07-13
ObjectId("5dfdaf7dd51a5c8eb6103726"),清华大学,22226,2019-07-14
ObjectId("5dfdaf7dd51a5c8eb6103727"),清华大学,23323,2019-07-15
ObjectId("5dfdaf7dd51a5c8eb6103728"),清华大学,22756,2019-07-16
ObjectId("5dfdaf7dd51a5c8eb6103729"),清华大学,23153,2019-07-17
ObjectId("5dfdaf7dd51a5c8eb610372a"),清华大学,23127,2019-07-18
ObjectId("5dfdaf7dd51a5c8eb610372b"),清华大学,25470,2019-07-19
ObjectId("5dfdaf7dd51a5c8eb610372c"),清华大学,25401,2019-07-20
ObjectId("5dfdaf7dd51a5c8eb610372d"),清华大学,25816,2019-07-21
ObjectId("5dfdaf7dd51a5c8eb610372e"),清华大学,26622,2019-07-22
ObjectId("5dfdaf7dd51a5c8eb610372f"),清华大学,25576,2019-07-23
ObjectId("5dfdaf7dd51a5c8eb6103730"),清华大学,25313,2019-07-24
ObjectId("5dfdaf7dd51a5c8eb6103731"),清华大学,24321,2019-07-25
ObjectId("5dfdaf7dd51a5c8eb6103732"),清华大学,24118,2019-07-26
ObjectId("5dfdaf7dd51a5c8eb6103733"),清华大学,23011,2019-07-27
ObjectId("5dfdaf7dd51a5c8eb6103734"),清华大学,23050,2019-07-28
ObjectId("5dfdaf7dd51a5c8eb6103735"),清华大学,23579,2019-07-29
ObjectId("5dfdaf7dd51a5c8eb6103736"),清华大学,23399,2019-07-30
ObjectId("5dfdaf7dd51a5c8eb6103737"),清华大学,21909,2019-07-31
ObjectId("5dfdaf7dd51a5c8eb6103738"),清华大学,21347,2019-08-01
ObjectId("5dfdaf7dd51a5c8eb6103739"),清华大学,21466,2019-08-02
ObjectId("5dfdaf7dd51a5c8eb610373a"),清华大学,21035,2019-08-03
ObjectId("5dfdaf7dd51a5c8eb610373b"),清华大学,20640,2019-08-04
ObjectId("5dfdaf7dd51a5c8eb610373c"),清华大学,20644,2019-08-05
ObjectId("5dfdaf7dd51a5c8eb610373d"),清华大学,19352,2019-08-06
ObjectId("5dfdaf7dd51a5c8eb610373e"),清华大学,18336,2019-08-07
ObjectId("5dfdaf7dd51a5c8eb610373f"),清华大学,19151,2019-08-08
ObjectId("5dfdaf7dd51a5c8eb6103740"),清华大学,19778,2019-08-09
ObjectId("5dfdaf7dd51a5c8eb6103741"),清华大学,18689,2019-08-10
ObjectId("5dfdaf7dd51a5c8eb6103742"),清华大学,20681,2019-08-11
ObjectId("5dfdaf7dd51a5c8eb6103743"),清华大学,22112,2019-08-12
ObjectId("5dfdaf7dd51a5c8eb6103744"),清华大学,21116,2019-08-13
ObjectId("5dfdaf7dd51a5c8eb6103745"),清华大学,24668,2019-08-14
ObjectId("5dfdaf7dd51a5c8eb6103746"),清华大学,30953,2019-08-15
ObjectId("5dfdaf7dd51a5c8eb6103747"),清华大学,25084,2019-08-16
ObjectId("5dfdaf7dd51a5c8eb6103748"),清华大学,26864,2019-08-17
ObjectId("5dfdaf7dd51a5c8eb6103749"),清华大学,27279,2019-08-18
ObjectId("5dfdaf7dd51a5c8eb610374a"),清华大学,25793,2019-08-19
ObjectId("5dfdaf7dd51a5c8eb610374b"),清华大学,23813,2019-08-20
ObjectId("5dfdaf7dd51a5c8eb610374c"),清华大学,23555,2019-08-21
ObjectId("5dfdaf7dd51a5c8eb610374d"),清华大学,23586,2019-08-22
ObjectId("5dfdaf7dd51a5c8eb610374e"),清华大学,22702,2019-08-23
ObjectId("5dfdaf7dd51a5c8eb610374f"),清华大学,21894,2019-08-24
ObjectId("5dfdaf7dd51a5c8eb6103750"),清华大学,24119,2019-08-25
ObjectId("5dfdaf7dd51a5c8eb6103751"),清华大学,23132,2019-08-26
ObjectId("5dfdaf7dd51a5c8eb6103752"),清华大学,22951,2019-08-27
ObjectId("5dfdaf7dd51a5c8eb6103753"),清华大学,22741,2019-08-28
ObjectId("5dfdaf7dd51a5c8eb6103754"),清华大学,21464,2019-08-29
ObjectId("5dfdaf7dd51a5c8eb6103755"),清华大学,21310,2019-08-30
ObjectId("5dfdaf7dd51a5c8eb6103756"),清华大学,20480,2019-08-31
ObjectId("5dfdaf7dd51a5c8eb6103757"),清华大学,19779,2019-09-01
ObjectId("5dfdaf7dd51a5c8eb6103758"),清华大学,16159,2019-09-02
ObjectId("5dfdaf7dd51a5c8eb6103759"),清华大学,15013,2019-09-03
ObjectId("5dfdaf7dd51a5c8eb610375a"),清华大学,15459,2019-09-04
ObjectId("5dfdaf7dd51a5c8eb610375b"),清华大学,14960,2019-09-05
ObjectId("5dfdaf7dd51a5c8eb610375c"),清华大学,15740,2019-09-06
ObjectId("5dfdaf7dd51a5c8eb610375d"),清华大学,17573,2019-09-07
ObjectId("5dfdaf7dd51a5c8eb610375e"),清华大学,16613,2019-09-08
ObjectId("5dfdaf7dd51a5c8eb610375f"),清华大学,15236,2019-09-09
ObjectId("5dfdaf7dd51a5c8eb6103760"),清华大学,13547,2019-09-10
ObjectId("5dfdaf7dd51a5c8eb6103761"),清华大学,12943,2019-09-11
ObjectId("5dfdaf7dd51a5c8eb6103762"),清华大学,15269,2019-09-12
ObjectId("5dfdaf7dd51a5c8eb6103763"),清华大学,15173,2019-09-13
ObjectId("5dfdaf7dd51a5c8eb6103764"),清华大学,16720,2019-09-14
ObjectId("5dfdaf7dd51a5c8eb6103765"),清华大学,14599,2019-09-15
ObjectId("5dfdaf7dd51a5c8eb6103766"),清华大学,14093,2019-09-16
ObjectId("5dfdaf7dd51a5c8eb6103767"),清华大学,13670,2019-09-17
ObjectId("5dfdaf7dd51a5c8eb6103768"),清华大学,13579,2019-09-18
ObjectId("5dfdaf7dd51a5c8eb6103769"),清华大学,12807,2019-09-19
ObjectId("5dfdaf7dd51a5c8eb610376a"),清华大学,12643,2019-09-20
ObjectId("5dfdaf7dd51a5c8eb610376b"),清华大学,13406,2019-09-21
ObjectId("5dfdaf7dd51a5c8eb610376c"),清华大学,13516,2019-09-22
ObjectId("5dfdaf7dd51a5c8eb610376d"),清华大学,12733,2019-09-23
ObjectId("5dfdaf7dd51a5c8eb610376e"),清华大学,12442,2019-09-24
ObjectId("5dfdaf7dd51a5c8eb610376f"),清华大学,12054,2019-09-25
ObjectId("5dfdaf7dd51a5c8eb6103770"),清华大学,11799,2019-09-26
ObjectId("5dfdaf7dd51a5c8eb6103771"),清华大学,11811,2019-09-27
ObjectId("5dfdaf7dd51a5c8eb6103772"),清华大学,12852,2019-09-28
ObjectId("5dfdaf7dd51a5c8eb6103773"),清华大学,12946,2019-09-29
ObjectId("5dfdaf7dd51a5c8eb6103774"),清华大学,14578,2019-09-30
ObjectId("5dfdaf7dd51a5c8eb6103775"),清华大学,24864,2019-10-01
ObjectId("5dfdaf7dd51a5c8eb6103776"),清华大学,18416,2019-10-02
ObjectId("5dfdaf7dd51a5c8eb6103777"),清华大学,16098,2019-10-03
ObjectId("5dfdaf7dd51a5c8eb6103778"),清华大学,15190,2019-10-04
ObjectId("5dfdaf7dd51a5c8eb6103779"),清华大学,14247,2019-10-05
ObjectId("5dfdaf7dd51a5c8eb610377a"),清华大学,13611,2019-10-06
ObjectId("5dfdaf7dd51a5c8eb610377b"),清华大学,12186,2019-10-07
ObjectId("5dfdaf7dd51a5c8eb610377c"),清华大学,11753,2019-10-08
ObjectId("5dfdaf7dd51a5c8eb610377d"),清华大学,11608,2019-10-09
ObjectId("5dfdaf7dd51a5c8eb610377e"),清华大学,12167,2019-10-10
ObjectId("5dfdaf7dd51a5c8eb610377f"),清华大学,11078,2019-10-11
ObjectId("5dfdaf7dd51a5c8eb6103780"),清华大学,12228,2019-10-12
ObjectId("5dfdaf7dd51a5c8eb6103781"),清华大学,10953,2019-10-13
ObjectId("5dfdaf7dd51a5c8eb6103782"),清华大学,10570,2019-10-14
ObjectId("5dfdaf7dd51a5c8eb6103783"),清华大学,11029,2019-10-15
ObjectId("5dfdaf7dd51a5c8eb6103784"),清华大学,11421,2019-10-16
ObjectId("5dfdaf7dd51a5c8eb6103785"),清华大学,12095,2019-10-17
ObjectId("5dfdaf7dd51a5c8eb6103786"),清华大学,11649,2019-10-18
ObjectId("5dfdaf7dd51a5c8eb6103787"),清华大学,12803,2019-10-19
ObjectId("5dfdaf7dd51a5c8eb6103788"),清华大学,12885,2019-10-20
ObjectId("5dfdaf7dd51a5c8eb6103789"),清华大学,11684,2019-10-21
ObjectId("5dfdaf7dd51a5c8eb610378a"),清华大学,11370,2019-10-22
ObjectId("5dfdaf7ed51a5c8eb610378b"),清华大学,11060,2019-10-23
ObjectId("5dfdaf7ed51a5c8eb610378c"),清华大学,10824,2019-10-24
ObjectId("5dfdaf7ed51a5c8eb610378d"),清华大学,10098,2019-10-25
ObjectId("5dfdaf7ed51a5c8eb610378e"),清华大学,12049,2019-10-26
